SatID,OpportunityStartTime,OpportunityEndTime,StripID,AoiID,OpportunityStartOffset,OpportunityEndOffset,CloudCover,OffNadir,Priority,OrderValidityStart,OrderValidityEnd,CloudCoverLimit,OffNadirLimit,Eclipse,SunInView,MoonInView
3,2024-07-01 17:48:01,2024-07-01 17:48:24,361,183,42481.19297577574,42504.710024433836,11,10,1,2024-06-17 11:28:17,2024-07-04 11:25:04,10,20,1,0,0
4,2024-07-01 09:58:52,2024-07-01 09:59:45,136,28,14332.94172905818,14385.639396049235,77,22,5,2024-06-17 08:36:16,2024-07-06 04:53:38,20,20,0,0,1
4,2024-07-01 16:18:57,2024-07-01 16:19:41,108,133,37137.3864594031,37181.11162560129,22,6,5,2024-06-17 09:25:14,2024-07-06 02:16:46,20,20,0,1,1
5,2024-07-01 07:25:45,2024-07-01 07:26:49,451,41,5145.212010491411,5209.249489295972,4,12,2,2024-06-20 04:05:52,2024-07-07 22:22:50,10,20,0,0,0
1,2024-07-01 12:45:04,2024-07-01 12:45:41,218,68,24304.16807243824,24341.99781447139,82,13,3,2024-06-19 05:44:49,2024-07-07 00:09:49,20,10,0,0,0
0,2024-07-01 07:49:18,2024-07-01 07:49:22,490,112,6558.3179479106175,6562.292673626777,19,14,2,2024-06-21 05:37:20,2024-07-08 16:34:15,20,10,0,0,0
2,2024-07-01 14:36:18,2024-07-01 14:36:44,252,4,30978.91926085849,31004.397411646594,84,14,4,2024-06-19 01:24:11,2024-07-06 13:10:53,20,10,0,0,0
5,2024-07-01 07:35:23,2024-07-01 07:35:24,196,173,5723.629152348158,5724.647230005089,5,19,3,2024-06-20 17:01:09,2024-07-08 15:27:14,20,20,0,0,1
4,2024-07-01 14:59:09,2024-07-01 14:59:31,382,44,32349.03832808314,32371.211698299543,94,22,4,2024-06-20 21:25:14,2024-07-06 23:59:08,10,10,0,0,0
1,2024-07-01 09:17:22,2024-07-01 09:17:43,415,10,11842.630740271485,11863.772025074128,61,0,4,2024-06-20 06:56:55,2024-07-08 18:38:08,20,20,0,0,0
0,2024-07-01 17:27:03,2024-07-01 17:27:31,396,160,41223.92597705569,41251.7498427942,37,10,5,2024-06-18 11:51:22,2024-07-04 18:30:01,20,20,1,0,0
4,2024-07-01 12:16:38,2024-07-01 12:16:43,451,92,22598.635740899696,22603.918435530173,4,14,2,2024-06-20 04:05:52,2024-07-07 22:22:50,10,20,1,0,0
2,2024-07-01 08:15:24,2024-07-01 08:15:40,227,78,8124.374201892155,8140.839049439312,29,17,3,2024-06-17 23:41:11,2024-07-04 06:23:31,10,20,1,0,0
4,2024-07-01 11:31:33,2024-07-01 11:31:51,310,125,19893.14303707002,19911.334234622685,76,22,3,2024-06-18 12:52:20,2024-07-08 04:16:47,10,20,1,0,0
5,2024-07-01 10:19:56,2024-07-01 10:20:12,224,192,15596.827551545939,15612.63827849695,78,21,2,2024-06-18 18:24:41,2024-07-07 09:48:48,20,20,0,0,1
3,2024-07-01 15:00:30,2024-07-01 15:01:06,231,74,32430.51256644379,32466.38529514186,26,24,2,2024-06-16 23:23:05,2024-07-04 13:39:37,20,10,0,0,0
3,2024-07-01 10:35:11,2024-07-01 10:35:55,217,183,16511.333877685716,16555.486971985734,31,1,2,2024-06-16 16:49:21,2024-07-03 10:45:36,20,10,1,0,0
0,2024-07-01 07:37:22,2024-07-01 07:37:26,347,147,5842.314895163315,5846.096311987512,36,16,1,2024-06-17 23:55:29,2024-07-07 10:38:09,20,20,1,0,0
4,2024-07-01 15:38:20,2024-07-01 15:39:12,112,175,34700.94561778165,34752.12968428175,2,23,1,2024-06-16 10:00:20,2024-07-05 20:53:49,20,20,1,0,0
4,2024-07-01 07:05:41,2024-07-01 07:06:28,17,170,3941.5516316333933,3988.785528870184,29,11,1,2024-06-18 11:41:38,2024-07-06 21:41:12,20,20,1,0,0
0,2024-07-01 06:53:12,2024-07-01 06:53:38,118,97,3192.9199458548555,3218.3978477061905,15,7,4,2024-06-20 13:00:46,2024-07-06 22:04:23,20,20,0,0,0
2,2024-07-01 15:54:33,2024-07-01 15:54:46,444,64,35673.820740563984,35686.15064932521,15,3,5,2024-06-20 06:02:53,2024-07-09 06:41:00,20,20,0,1,1
2,2024-07-01 16:57:44,2024-07-01 16:58:07,476,8,39464.41703362123,39487.303246866046,28,19,4,2024-06-20 21:43:58,2024-07-09 01:54:18,10,10,1,0,0
4,2024-07-01 14:35:46,2024-07-01 14:36:56,408,175,30946.961528052085,31016.894652634204,34,22,3,2024-06-20 17:08:24,2024-07-10 08:25:54,10,20,1,0,1
0,2024-07-01 07:58:30,2024-07-01 07:58:35,39,131,7110.5812492179475,7115.029312555402,17,9,4,2024-06-19 13:01:49,2024-07-05 16:03:13,20,20,1,0,0
5,2024-07-01 06:29:47,2024-07-01 06:30:00,8,99,1787.770553640216,1800.3967377785898,8,11,4,2024-06-18 08:01:07,2024-07-08 04:07:29,20,20,0,0,0
2,2024-07-01 11:39:20,2024-07-01 11:40:20,499,95,20360.01503268299,20420.151800112366,10,10,5,2024-06-19 23:36:39,2024-07-08 19:15:55,10,10,0,0,0
0,2024-07-01 17:16:27,2024-07-01 17:16:43,238,137,40587.21364945398,40603.83365551185,41,4,3,2024-06-20 00:11:48,2024-07-08 04:22:59,10,20,0,0,0
4,2024-07-01 16:33:18,2024-07-01 16:33:50,47,65,37998.00971532948,38030.625343918546,6,21,1,2024-06-18 23:40:44,2024-07-06 21:11:21,20,20,0,0,0
1,2024-07-01 07:37:27,2024-07-01 07:38:18,302,163,5847.27310737071,5898.698397681663,24,9,1,2024-06-18 19:51:21,2024-07-06 12:46:09,20,20,1,0,0
3,2024-07-01 15:07:35,2024-07-01 15:08:16,420,19,32855.72303994623,32896.83814654674,10,17,3,2024-06-20 06:51:43,2024-07-09 09:54:32,10,10,0,0,0
1,2024-07-01 09:40:36,2024-07-01 09:41:26,267,156,13236.454899073458,13286.380449165481,33,1,1,2024-06-18 09:11:40,2024-07-04 17:55:34,10,10,1,0,0
1,2024-07-01 17:29:17,2024-07-01 17:30:13,421,168,41357.32385182405,41413.11630480536,25,7,4,2024-06-16 07:50:10,2024-07-04 22:10:59,10,20,1,1,0
4,2024-07-01 10:59:40,2024-07-01 11:00:30,135,49,17980.186554947424,18030.30795128244,19,0,5,2024-06-19 19:01:44,2024-07-08 19:53:25,20,10,0,0,0
5,2024-07-01 15:11:42,2024-07-01 15:12:50,182,73,33102.406520641176,33170.779193568276,5,23,4,2024-06-20 15:53:25,2024-07-09 00:55:36,20,10,0,0,0
3,2024-07-01 16:46:50,2024-07-01 16:47:11,155,190,38810.04447348408,38831.667911076736,49,18,1,2024-06-18 06:01:15,2024-07-04 08:35:10,10,20,0,0,0
4,2024-07-01 16:00:43,2024-07-01 16:01:45,290,77,36043.610533987536,36105.76151198726,84,8,4,2024-06-20 21:43:56,2024-07-08 09:45:20,20,10,0,0,1
1,2024-07-01 17:45:45,2024-07-01 17:46:12,16,91,42345.71734353723,42372.548403306435,67,11,3,2024-06-18 13:31:28,2024-07-05 18:31:46,20,20,1,0,0
5,2024-07-01 08:51:39,2024-07-01 08:52:38,36,30,10299.346523816415,10358.785576090555,2,1,1,2024-06-21 02:42:52,2024-07-08 19:28:21,20,20,0,0,0
1,2024-07-01 14:23:26,2024-07-01 14:23:48,128,56,30206.690026037297,30228.36130725096,23,0,3,2024-06-18 06:21:08,2024-07-05 18:55:20,20,20,0,0,0
2,2024-07-01 06:48:50,2024-07-01 06:49:46,224,44,2930.7647302620085,2986.093183045172,39,8,2,2024-06-18 18:24:41,2024-07-07 09:48:48,20,20,0,0,0
5,2024-07-01 12:42:22,2024-07-01 12:43:17,152,33,24142.802553992078,24197.378658007154,6,11,4,2024-06-17 06:39:00,2024-07-04 03:14:18,20,20,0,0,0
5,2024-07-01 11:05:06,2024-07-01 11:05:23,257,56,18306.661159363197,18323.744914536557,93,15,2,2024-06-17 00:48:32,2024-07-05 23:58:53,10,20,0,0,0
5,2024-07-01 07:52:08,2024-07-01 07:53:05,476,135,6728.18183778915,6785.614139022667,44,22,4,2024-06-20 21:43:58,2024-07-09 01:54:18,10,10,0,0,0
1,2024-07-01 16:32:21,2024-07-01 16:33:18,176,25,37941.49503965702,37998.571012846114,9,19,3,2024-06-19 21:08:04,2024-07-09 19:20:06,10,20,1,0,0
4,2024-07-01 09:36:15,2024-07-01 09:37:15,11,176,12975.473678441667,13035.485335283423,16,17,5,2024-06-18 16:21:24,2024-07-07 14:11:44,20,10,1,0,0
1,2024-07-01 06:28:06,2024-07-01 06:28:20,471,116,1686.0187014214607,1700.2927576260745,23,10,2,2024-06-20 09:20:06,2024-07-06 17:42:19,10,20,0,0,0
5,2024-07-01 12:24:24,2024-07-01 12:24:46,106,59,23064.93879553223,23086.23900693904,23,10,3,2024-06-18 22:24:13,2024-07-05 16:49:54,20,10,1,0,0
4,2024-07-01 06:59:07,2024-07-01 06:59:59,435,177,3547.3276177895864,3599.961553663054,15,22,3,2024-06-18 16:03:38,2024-07-08 11:12:10,20,20,1,0,1
3,2024-07-01 08:23:16,2024-07-01 08:23:58,170,173,8596.419887658178,8638.087495059923,49,8,1,2024-06-18 06:42:14,2024-07-05 17:35:42,10,20,0,0,0
1,2024-07-01 12:02:34,2024-07-01 12:02:57,428,34,21754.905504313854,21777.96758444543,28,0,2,2024-06-20 00:37:43,2024-07-07 03:23:04,20,20,0,0,0
5,2024-07-01 13:01:18,2024-07-01 13:01:25,327,156,25278.003468221887,25285.622040158683,29,24,5,2024-06-17 04:38:33,2024-07-03 18:35:31,10,20,0,0,0
3,2024-07-01 17:44:25,2024-07-01 17:44:53,258,183,42265.21666398024,42293.94084216011,28,6,2,2024-06-18 19:29:24,2024-07-07 17:19:19,10,10,0,0,0
2,2024-07-01 16:09:10,2024-07-01 16:09:18,73,185,36550.65070597108,36558.899218273444,22,22,4,2024-06-20 09:55:06,2024-07-08 06:39:21,20,20,0,0,0
0,2024-07-01 15:20:32,2024-07-01 15:21:13,174,57,33632.835383138416,33673.14982178795,39,22,3,2024-06-20 07:45:49,2024-07-09 07:46:46,20,20,0,0,0
4,2024-07-01 15:46:58,2024-07-01 15:47:53,118,66,35218.06114961058,35273.97746594683,2,1,4,2024-06-20 13:00:46,2024-07-06 22:04:23,20,20,0,0,0
1,2024-07-01 11:04:46,2024-07-01 11:05:39,194,199,18286.49804448636,18339.386697235856,6,9,4,2024-06-19 00:27:04,2024-07-08 18:03:27,20,20,0,0,0
3,2024-07-01 16:08:36,2024-07-01 16:08:43,371,164,36516.443020303144,36523.14086893643,6,4,1,2024-06-18 11:53:50,2024-07-07 22:29:39,10,10,0,0,0
1,2024-07-01 06:49:00,2024-07-01 06:49:39,42,156,2940.217175253623,2979.339979220964,7,15,1,2024-06-20 19:01:00,2024-07-10 05:29:18,10,20,1,0,0
2,2024-07-01 12:10:42,2024-07-01 12:10:59,207,141,22242.94536011276,22259.037296179944,27,9,5,2024-06-18 03:37:00,2024-07-06 10:35:42,20,10,0,0,0
0,2024-07-01 11:11:31,2024-07-01 11:12:33,358,128,18691.56375270565,18753.84684813378,37,13,1,2024-06-20 01:14:35,2024-07-09 18:37:55,20,20,0,0,1
5,2024-07-01 15:59:35,2024-07-01 15:59:46,454,134,35975.357436076396,35986.38152329603,38,21,5,2024-06-19 11:07:43,2024-07-08 05:36:37,20,20,0,0,0
4,2024-07-01 17:38:09,2024-07-01 17:38:14,100,105,41889.44538264811,41894.95345329238,66,6,5,2024-06-16 12:19:54,2024-07-05 01:35:36,10,20,0,0,1
3,2024-07-01 08:36:15,2024-07-01 08:37:01,216,155,9375.202543566833,9421.027483299524,17,2,4,2024-06-16 23:52:48,2024-07-04 03:50:24,20,20,0,0,0
4,2024-07-01 08:32:43,2024-07-01 08:33:16,414,126,9163.44562067089,9196.320349285732,54,3,4,2024-06-21 01:55:04,2024-07-09 10:03:36,20,20,0,0,0
5,2024-07-01 11:15:51,2024-07-01 11:16:16,11,169,18951.08063159497,18976.990010251535,3,0,5,2024-06-18 16:21:24,2024-07-07 14:11:44,20,10,0,0,0
0,2024-07-01 11:51:02,2024-07-01 11:51:13,277,167,21062.467399864898,21073.18821941952,38,21,4,2024-06-20 22:19:12,2024-07-10 05:38:25,10,10,0,0,0
3,2024-07-01 11:44:05,2024-07-01 11:44:09,324,16,20645.858699116045,20649.363752223206,35,3,5,2024-06-19 17:51:43,2024-07-09 00:04:08,20,20,0,0,0
0,2024-07-01 12:41:08,2024-07-01 12:42:11,445,93,24068.563453801955,24131.30593068239,11,11,3,2024-06-19 15:50:39,2024-07-08 18:29:19,10,20,1,0,1
5,2024-07-01 12:27:23,2024-07-01 12:27:48,388,139,23243.344152097787,23268.208429227096,35,4,1,2024-06-16 10:45:12,2024-07-05 22:32:12,20,10,1,0,1
3,2024-07-01 12:20:11,2024-07-01 12:20:54,483,17,22811.031582483713,22854.94522556007,0,13,2,2024-06-17 02:46:25,2024-07-06 01:42:46,10,10,1,0,0
0,2024-07-01 10:06:59,2024-07-01 10:06:59,241,81,14819.314029497391,14819.94721316872,63,5,2,2024-06-20 21:01:38,2024-07-10 15:26:00,10,20,0,0,1
3,2024-07-01 11:00:40,2024-07-01 11:01:33,449,42,18040.461978450498,18093.613923293655,40,17,2,2024-06-17 02:19:08,2024-07-03 12:41:56,10,10,1,0,0
3,2024-07-01 09:49:39,2024-07-01 09:50:48,199,174,13779.08110052542,13848.43655918585,3,15,5,2024-06-20 07:04:01,2024-07-07 04:55:50,10,20,0,0,0
5,2024-07-01 09:55:07,2024-07-01 09:55:28,20,143,14107.513631401669,14128.565773572875,93,19,1,2024-06-16 19:46:45,2024-07-05 18:35:46,20,10,0,0,0
5,2024-07-01 10:19:08,2024-07-01 10:19:16,14,105,15548.493567850528,15556.9678423974,3,12,1,2024-06-20 03:25:16,2024-07-06 12:51:16,20,10,0,0,0
1,2024-07-01 16:11:57,2024-07-01 16:12:03,13,20,36717.57329884186,36723.08983125739,35,15,4,2024-06-20 11:33:22,2024-07-08 13:15:40,20,20,0,0,0
3,2024-07-01 17:37:54,2024-07-01 17:38:17,256,94,41874.671988617694,41897.65692860994,36,18,5,2024-06-17 18:11:00,2024-07-05 01:13:18,10,20,0,0,0
5,2024-07-01 14:15:08,2024-07-01 14:15:42,263,16,29708.95134305375,29742.637219596916,28,8,4,2024-06-18 04:28:40,2024-07-07 23:24:51,10,20,0,0,1
0,2024-07-01 11:50:32,2024-07-01 11:51:14,13,14,21032.496103390295,21074.135778976048,25,8,4,2024-06-20 11:33:22,2024-07-08 13:15:40,20,20,0,1,0
2,2024-07-01 07:51:11,2024-07-01 07:51:14,203,106,6671.015883694912,6674.7953107771655,33,24,4,2024-06-17 01:49:07,2024-07-04 22:37:57,20,10,1,0,0
2,2024-07-01 14:59:06,2024-07-01 14:59:56,371,138,32346.87073497862,32396.82730409944,50,15,1,2024-06-18 11:53:50,2024-07-07 22:29:39,10,10,0,0,0
5,2024-07-01 14:41:08,2024-07-01 14:41:55,354,187,31268.00270027217,31315.692501808575,82,10,5,2024-06-19 02:14:52,2024-07-09 01:41:13,20,10,0,0,0
2,2024-07-01 09:52:32,2024-07-01 09:53:14,303,137,13952.221560565897,13994.937595154059,56,0,1,2024-06-17 05:55:10,2024-07-06 05:11:43,10,20,1,0,1
3,2024-07-01 16:28:46,2024-07-01 16:28:56,423,174,37726.47957776031,37736.34369032795,16,8,2,2024-06-18 01:42:40,2024-07-04 22:53:51,20,10,0,1,0
0,2024-07-01 16:24:57,2024-07-01 16:25:38,225,78,37497.80259282524,37538.1427310119,53,24,3,2024-06-16 20:38:21,2024-07-03 18:18:58,10,10,0,0,0
2,2024-07-01 16:13:43,2024-07-01 16:14:15,157,98,36823.27377146346,36855.56650433907,2,15,5,2024-06-19 16:54:42,2024-07-08 04:57:32,20,10,0,0,0
0,2024-07-01 12:11:44,2024-07-01 12:12:16,259,170,22304.078476995783,22336.729462468415,97,13,2,2024-06-16 17:28:48,2024-07-03 14:39:15,10,20,0,0,0
5,2024-07-01 11:43:41,2024-07-01 11:44:32,450,117,20621.91865937645,20672.056453212794,29,1,4,2024-06-17 03:40:15,2024-07-06 11:29:50,10,20,1,0,0
2,2024-07-01 06:13:36,2024-07-01 06:13:47,484,73,816.4968387444017,827.6893822014207,32,3,2,2024-06-18 05:59:47,2024-07-05 21:25:47,20,10,0,0,1
1,2024-07-01 15:32:12,2024-07-01 15:32:44,22,143,34332.46468623021,34364.81848072579,15,12,4,2024-06-18 15:14:51,2024-07-07 23:50:16,10,20,0,0,0
2,2024-07-01 13:41:27,2024-07-01 13:42:16,200,153,27687.505795638786,27736.164669856287,57,3,5,2024-06-19 10:07:55,2024-07-08 20:23:02,20,10,0,0,0
4,2024-07-01 16:50:15,2024-07-01 16:50:56,410,45,39015.89187714409,39056.37333482362,27,5,2,2024-06-19 15:25:01,2024-07-09 06:59:20,10,10,1,1,0
5,2024-07-01 13:00:35,2024-07-01 13:01:37,150,80,25235.781621739192,25297.9573861632,52,0,5,2024-06-18 17:19:54,2024-07-08 00:03:43,20,20,0,1,1
1,2024-07-01 10:06:39,2024-07-01 10:06:51,360,100,14799.891770065724,14811.665449717793,81,18,5,2024-06-18 23:08:15,2024-07-05 18:40:33,10,10,0,0,0
0,2024-07-01 06:52:19,2024-07-01 06:53:02,61,8,3139.849553804526,3182.907912151005,9,0,1,2024-06-17 05:00:45,2024-07-05 10:11:07,10,20,1,0,0
0,2024-07-01 14:23:00,2024-07-01 14:23:33,242,171,30180.76034561951,30213.733481253512,31,5,5,2024-06-19 08:55:18,2024-07-08 06:33:47,10,20,0,0,0
3,2024-07-01 09:12:38,2024-07-01 09:13:08,207,162,11558.636591854947,11588.870780141911,37,11,5,2024-06-18 03:37:00,2024-07-06 10:35:42,20,10,1,0,0
4,2024-07-01 10:20:06,2024-07-01 10:20:10,308,86,15606.422270376457,15610.056393949224,23,7,2,2024-06-20 07:03:54,2024-07-08 02:08:38,10,10,0,0,0
0,2024-07-01 14:38:45,2024-07-01 14:38:52,159,27,31125.692646922857,31132.045789514897,4,21,4,2024-06-16 21:26:20,2024-07-05 17:25:00,10,20,0,0,1
3,2024-07-01 13:04:25,2024-07-01 13:05:35,415,168,25465.984867939613,25535.73279348456,22,3,4,2024-06-20 06:56:55,2024-07-08 18:38:08,20,20,1,0,0
1,2024-07-01 10:55:23,2024-07-01 10:55:51,212,158,17723.97517770676,17751.9601092963,14,11,2,2024-06-17 01:14:57,2024-07-03 21:17:13,20,20,0,0,0
0,2024-07-01 13:19:15,2024-07-01 13:19:46,117,69,26355.573554024104,26386.21818636948,4,7,5,2024-06-18 16:39:28,2024-07-07 11:14:31,20,20,1,0,0
3,2024-07-01 09:48:37,2024-07-01 09:48:47,466,19,13717.97570083983,13727.490978574182,86,7,4,2024-06-17 09:16:18,2024-07-04 05:49:58,20,10,1,0,0
2,2024-07-01 12:59:41,2024-07-01 13:00:03,322,16,25181.459304972886,25203.84920258035,14,15,1,2024-06-20 12:23:12,2024-07-08 01:32:28,20,20,0,0,1
3,2024-07-01 06:08:40,2024-07-01 06:09:43,238,39,520.9843476656624,583.622388478654,56,17,3,2024-06-20 00:11:48,2024-07-08 04:22:59,10,20,1,0,0
5,2024-07-01 15:58:14,2024-07-01 15:59:17,356,41,35894.45639760811,35957.17817671468,61,20,1,2024-06-17 14:10:58,2024-07-07 07:21:58,20,10,1,0,0
4,2024-07-01 10:48:13,2024-07-01 10:49:08,92,128,17293.141650925565,17348.61884730075,40,7,4,2024-06-20 18:38:29,2024-07-08 17:27:34,20,10,1,0,0
2,2024-07-01 17:29:46,2024-07-01 17:30:56,198,107,41386.846285378,41456.185053539855,23,12,2,2024-06-19 01:59:17,2024-07-05 04:55:49,10,20,0,0,0
2,2024-07-01 16:43:17,2024-07-01 16:43:36,415,30,38597.83035729004,38616.440067790805,13,3,4,2024-06-20 06:56:55,2024-07-08 18:38:08,20,20,1,0,1
3,2024-07-01 12:14:14,2024-07-01 12:14:44,494,55,22454.44817294759,22484.866951480435,4,5,3,2024-06-19 17:08:39,2024-07-09 10:54:36,20,20,0,0,1
0,2024-07-01 13:02:14,2024-07-01 13:02:36,266,118,25334.55380951567,25356.294569141166,67,17,2,2024-06-20 09:45:57,2024-07-08 14:53:57,10,20,0,0,0
4,2024-07-01 15:24:41,2024-07-01 15:25:40,6,45,33881.36656867643,33940.467975560736,21,15,1,2024-06-20 23:08:57,2024-07-09 07:18:00,20,20,1,1,0
1,2024-07-01 11:56:35,2024-07-01 11:57:30,262,196,21395.715325864912,21450.411715064754,12,20,1,2024-06-18 06:38:25,2024-07-04 15:50:22,20,20,1,1,1
3,2024-07-01 14:57:33,2024-07-01 14:58:10,288,120,32253.38812829418,32290.986096616554,67,9,2,2024-06-19 01:11:42,2024-07-06 22:15:49,10,20,0,1,0
4,2024-07-01 13:34:23,2024-07-01 13:34:35,222,134,27263.392865720638,27275.54775704889,39,15,5,2024-06-21 04:29:01,2024-07-10 06:23:19,20,20,1,1,0
1,2024-07-01 11:11:09,2024-07-01 11:11:27,104,108,18669.685830446833,18687.943541037053,55,13,4,2024-06-20 11:39:25,2024-07-09 15:30:32,20,10,1,0,1
2,2024-07-01 10:19:16,2024-07-01 10:19:38,13,31,15556.398922194783,15578.64890029741,23,20,4,2024-06-20 11:33:22,2024-07-08 13:15:40,20,20,0,0,0
4,2024-07-01 06:45:21,2024-07-01 06:45:48,27,76,2721.859604723549,2748.802386754245,75,8,2,2024-06-17 11:07:53,2024-07-05 05:14:58,20,20,0,0,1
5,2024-07-01 14:34:29,2024-07-01 14:35:34,83,109,30869.575961680814,30934.35516142464,35,15,1,2024-06-18 13:20:04,2024-07-05 05:18:56,20,20,1,0,1
0,2024-07-01 06:53:51,2024-07-01 06:54:12,82,188,3231.142765952831,3252.3069614456062,37,20,4,2024-06-16 09:10:02,2024-07-03 22:15:34,20,20,1,0,0
2,2024-07-01 07:14:49,2024-07-01 07:15:25,480,172,4489.662823023704,4525.200503540959,5,14,1,2024-06-17 16:02:20,2024-07-04 19:12:53,20,20,0,0,0
1,2024-07-01 06:56:33,2024-07-01 06:57:25,310,67,3393.304649817416,3445.460799509843,85,11,3,2024-06-18 12:52:20,2024-07-08 04:16:47,10,20,1,0,0
3,2024-07-01 10:27:45,2024-07-01 10:27:58,155,111,16065.131557595401,16078.263059926217,46,21,1,2024-06-18 06:01:15,2024-07-04 08:35:10,10,20,0,0,0
0,2024-07-01 07:50:57,2024-07-01 07:51:07,325,133,6657.135544566783,6667.688726050219,65,11,4,2024-06-18 16:45:07,2024-07-06 14:45:09,20,10,1,1,0
5,2024-07-01 12:32:45,2024-07-01 12:33:05,495,10,23565.199472310524,23585.487426084484,8,19,4,2024-06-18 04:38:37,2024-07-06 19:12:57,20,20,0,0,1
0,2024-07-01 14:36:08,2024-07-01 14:36:32,217,132,30968.89699007224,30992.0545296324,95,7,2,2024-06-16 16:49:21,2024-07-03 10:45:36,20,10,0,0,0
3,2024-07-01 11:00:16,2024-07-01 11:00:33,366,115,18016.026498250518,18033.849660133015,19,18,4,2024-06-20 21:04:40,2024-07-08 01:33:37,10,10,0,0,0
