SatID,OpportunityStartTime,OpportunityEndTime,StripID,AoiID,OpportunityStartOffset,OpportunityEndOffset,CloudCover,OffNadir,Priority,OrderValidityStart,OrderValidityEnd,CloudCoverLimit,OffNadirLimit,Eclipse,SunInView,MoonInView
2,2024-07-01 16:27:23,2024-07-01 16:27:45,375,34,37643.79535055729,37665.167051400094,70,18,1,2024-06-19 22:08:35,2024-07-08 21:58:14,20,10,1,0,0
1,2024-07-01 14:36:12,2024-07-01 14:36:23,10,190,30972.019745597176,30983.46173916572,45,8,4,2024-06-18 10:28:05,2024-07-07 12:54:25,10,20,1,0,0
3,2024-07-01 17:04:39,2024-07-01 17:04:58,386,58,39879.100742539275,39898.61133414448,11,22,2,2024-06-20 02:15:05,2024-07-06 12:28:40,20,20,0,0,1
2,2024-07-01 10:19:32,2024-07-01 10:19:41,35,14,15572.21808344713,15581.673119451792,22,7,4,2024-06-20 20:10:27,2024-07-08 12:14:12,10,10,1,0,0
5,2024-07-01 09:32:40,2024-07-01 09:33:41,74,103,12760.663186246764,12821.211750560104,53,22,2,2024-06-17 02:07:14,2024-07-05 03:28:35,20,20,0,0,1
4,2024-07-01 12:05:39,2024-07-01 12:06:14,222,128,21939.253025551174,21974.914965751504,64,11,4,2024-06-19 21:15:32,2024-07-06 15:03:12,20,20,0,0,0
3,2024-07-01 07:57:14,2024-07-01 07:57:54,121,163,7034.9185820765215,7074.620297331249,76,1,3,2024-06-18 04:57:42,2024-07-06 10:47:38,20,20,0,0,1
3,2024-07-01 09:45:57,2024-07-01 09:46:12,135,179,13557.761635756817,13572.002007039042,67,3,4,2024-06-20 16:29:46,2024-07-08 13:42:47,20,20,0,0,0
5,2024-07-01 13:15:36,2024-07-01 13:16:23,321,196,26136.612466092203,26183.734939005397,82,19,4,2024-06-16 14:14:30,2024-07-04 17:14:22,20,20,0,0,1
2,2024-07-01 14:01:16,2024-07-01 14:01:47,69,160,28876.93922516149,28907.164885107362,0,0,1,2024-06-17 05:36:28,2024-07-07 02:16:59,20,20,0,0,0
2,2024-07-01 14:18:43,2024-07-01 14:19:34,220,7,29923.18788029488,29974.260583619383,32,4,1,2024-06-17 00:42:28,2024-07-04 10:18:24,20,20,0,0,0
2,2024-07-01 12:36:25,2024-07-01 12:37:18,128,50,23785.15670802554,23838.856991435412,42,16,1,2024-06-16 15:03:48,2024-07-02 18:13:53,20,20,0,0,0
4,2024-07-01 11:11:39,2024-07-01 11:11:44,312,100,18699.58696910198,18704.383420816583,40,13,3,2024-06-21 03:43:08,2024-07-09 23:48:09,20,20,0,0,0
5,2024-07-01 09:23:09,2024-07-01 09:24:10,419,114,12189.939564961587,12250.871585505525,21,1,1,2024-06-18 05:41:54,2024-07-05 20:39:37,20,10,0,0,1
1,2024-07-01 13:33:33,2024-07-01 13:33:41,379,169,27213.777860599952,27221.509884215026,26,14,5,2024-06-21 02:34:32,2024-07-10 01:47:48,20,20,1,0,0
0,2024-07-01 10:03:51,2024-07-01 10:04:48,324,80,14631.271137228185,14688.398180176358,14,20,1,2024-06-19 01:59:42,2024-07-06 22:22:13,20,10,0,0,0
3,2024-07-01 13:13:08,2024-07-01 13:13:31,101,37,25988.55143310135,26011.117623043123,25,6,5,2024-06-17 20:52:07,2024-07-07 17:11:08,10,20,1,0,0
3,2024-07-01 12:12:48,2024-07-01 12:13:25,333,10,22368.919382358512,22405.075958675607,33,18,4,2024-06-17 02:37:39,2024-07-04 18:28:55,20,20,1,0,0
0,2024-07-01 17:08:42,2024-07-01 17:09:01,280,104,40122.262321552334,40141.153307189576,12,5,1,2024-06-19 12:47:00,2024-07-06 06:05:54,20,10,0,1,1
0,2024-07-01 09:29:35,2024-07-01 09:30:13,98,184,12575.63560224124,12613.801104642618,47,5,5,2024-06-17 12:12:33,2024-07-06 10:52:13,20,20,0,0,0
3,2024-07-01 13:08:15,2024-07-01 13:08:52,178,66,25695.204030977042,25732.85876930877,18,18,4,2024-06-17 16:19:51,2024-07-07 03:48:25,10,20,0,0,1
0,2024-07-01 11:14:11,2024-07-01 11:14:28,89,102,18851.036045101187,18868.18305770905,18,2,3,2024-06-16 07:00:44,2024-07-03 04:08:37,10,20,0,0,0
2,2024-07-01 14:00:36,2024-07-01 14:00:37,115,199,28836.1946600287,28837.030658618143,46,9,1,2024-06-20 05:03:13,2024-07-08 11:24:26,20,20,0,0,0
1,2024-07-01 13:48:42,2024-07-01 13:49:37,33,0,28122.945313868473,28177.00987040357,90,21,1,2024-06-17 05:04:36,2024-07-03 08:41:11,20,20,0,0,0
4,2024-07-01 15:29:40,2024-07-01 15:30:30,348,26,34180.20500867114,34230.28694992414,51,2,4,2024-06-17 12:46:04,2024-07-07 08:13:56,10,20,0,0,0
5,2024-07-01 13:52:33,2024-07-01 13:52:41,360,122,28353.144667343488,28361.648916186987,25,23,3,2024-06-20 21:50:29,2024-07-09 09:52:27,20,20,0,1,0
4,2024-07-01 12:37:46,2024-07-01 12:38:36,296,48,23866.193161253675,23916.000605090394,9,11,1,2024-06-17 12:40:12,2024-07-05 10:52:47,20,20,1,1,0
3,2024-07-01 08:26:43,2024-07-01 08:26:58,373,138,8803.16116087826,8818.313457549908,6,24,1,2024-06-20 05:13:43,2024-07-07 07:42:40,20,20,0,1,0
0,2024-07-01 17:31:27,2024-07-01 17:31:44,413,18,41487.58769168481,41504.058249185946,22,17,4,2024-06-17 13:39:56,2024-07-03 22:36:14,10,20,0,0,1
2,2024-07-01 08:32:17,2024-07-01 08:33:23,155,118,9137.034479474169,9203.787043567334,25,0,1,2024-06-20 04:49:09,2024-07-10 02:52:10,20,20,0,0,0
1,2024-07-01 15:25:19,2024-07-01 15:25:54,6,123,33919.31955560404,33954.87428616708,71,14,1,2024-06-16 15:21:19,2024-07-06 08:02:47,20,20,0,0,0
3,2024-07-01 16:25:27,2024-07-01 16:26:30,433,92,37527.72781032611,37590.82618959733,29,8,3,2024-06-18 18:40:00,2024-07-04 22:29:16,10,20,0,0,0
3,2024-07-01 12:57:01,2024-07-01 12:57:43,178,46,25021.627027489816,25063.94745960186,16,14,4,2024-06-17 16:19:51,2024-07-07 03:48:25,10,20,1,0,0
4,2024-07-01 08:21:20,2024-07-01 08:22:12,442,124,8480.064731254306,8532.062793096982,36,1,3,2024-06-17 20:35:13,2024-07-06 05:57:33,20,20,0,0,0
1,2024-07-01 12:47:38,2024-07-01 12:48:02,321,15,24458.274030515786,24482.26375934941,21,18,4,2024-06-16 14:14:30,2024-07-04 17:14:22,20,20,1,0,0
1,2024-07-01 17:47:30,2024-07-01 17:47:48,124,125,42450.37004988172,42468.52235801398,34,22,4,2024-06-17 12:50:53,2024-07-06 04:44:12,10,10,1,0,0
2,2024-07-01 13:36:34,2024-07-01 13:36:35,370,5,27394.750648763005,27395.69997552932,35,13,5,2024-06-17 11:04:08,2024-07-06 18:23:26,10,20,1,1,1
1,2024-07-01 06:09:13,2024-07-01 06:09:25,275,60,553.0739441147578,565.3649318711782,37,10,2,2024-06-20 02:39:43,2024-07-07 02:10:06,20,20,1,0,0
5,2024-07-01 11:51:25,2024-07-01 11:52:31,259,109,21085.924625069347,21151.581842519638,16,8,1,2024-06-20 12:21:31,2024-07-08 16:51:08,20,20,0,0,0
2,2024-07-01 15:39:17,2024-07-01 15:40:16,87,134,34757.68968150594,34816.26444377368,36,9,1,2024-06-16 16:27:30,2024-07-04 23:01:36,10,20,1,0,0
5,2024-07-01 09:59:17,2024-07-01 09:59:58,407,77,14357.042986163098,14398.947171112073,56,7,5,2024-06-19 01:53:48,2024-07-08 13:27:25,20,20,0,0,0
2,2024-07-01 16:20:05,2024-07-01 16:20:21,246,112,37205.27987906158,37221.21782889451,81,17,1,2024-06-16 20:43:40,2024-07-06 01:18:23,20,10,0,0,0
0,2024-07-01 12:23:10,2024-07-01 12:24:12,195,8,22990.586020220893,23052.454158263157,82,20,3,2024-06-16 06:17:00,2024-07-05 08:26:14,20,10,0,0,0
4,2024-07-01 12:49:06,2024-07-01 12:49:31,67,11,24546.404908236782,24571.00979802059,9,0,5,2024-06-18 10:25:47,2024-07-06 07:46:11,10,20,0,0,0
4,2024-07-01 17:11:42,2024-07-01 17:12:07,326,126,40302.659072296716,40327.112909191295,32,9,2,2024-06-18 13:19:47,2024-07-07 13:21:19,20,20,1,0,0
0,2024-07-01 11:00:17,2024-07-01 11:00:23,211,193,18017.268080159127,18023.55497848017,19,6,4,2024-06-21 02:03:09,2024-07-08 14:15:09,10,20,0,0,0
4,2024-07-01 11:59:24,2024-07-01 11:59:54,85,21,21564.358152473607,21594.81942584775,97,0,1,2024-06-16 20:17:30,2024-07-04 03:31:13,20,20,1,0,0
1,2024-07-01 07:25:03,2024-07-01 07:25:51,39,103,5103.307655802421,5151.607169139593,0,19,3,2024-06-18 00:05:39,2024-07-06 15:53:58,20,10,0,0,1
5,2024-07-01 14:46:46,2024-07-01 14:47:31,98,131,31606.965191328218,31651.001530034828,18,7,5,2024-06-17 12:12:33,2024-07-06 10:52:13,20,20,0,0,1
5,2024-07-01 10:29:11,2024-07-01 10:30:09,9,24,16151.266358006873,16209.27402963443,55,23,5,2024-06-20 06:03:08,2024-07-08 21:37:06,20,10,0,0,0
1,2024-07-01 09:48:25,2024-07-01 09:48:48,103,24,13705.207149787797,13728.893729447936,38,1,3,2024-06-20 22:25:14,2024-07-10 16:09:16,20,10,0,0,0
4,2024-07-01 14:33:23,2024-07-01 14:33:54,486,31,30803.12121125791,30834.362423113744,37,20,5,2024-06-20 20:13:18,2024-07-10 20:07:11,10,20,0,0,0
3,2024-07-01 13:20:20,2024-07-01 13:20:53,9,39,26420.24664769665,26453.24115350347,28,13,5,2024-06-20 06:03:08,2024-07-08 21:37:06,20,10,0,0,0
2,2024-07-01 11:44:34,2024-07-01 11:45:12,80,110,20674.803710515345,20712.867304098185,38,0,4,2024-06-18 09:05:32,2024-07-08 08:13:11,20,20,1,0,0
3,2024-07-01 14:46:22,2024-07-01 14:47:21,420,25,31582.186826651807,31641.25075289335,21,11,4,2024-06-19 13:37:29,2024-07-06 11:36:30,20,20,1,0,0
3,2024-07-01 17:30:26,2024-07-01 17:30:35,121,96,41426.36948463175,41435.55448579445,13,21,3,2024-06-18 04:57:42,2024-07-06 10:47:38,20,20,0,0,0
1,2024-07-01 14:29:59,2024-07-01 14:30:37,149,45,30599.789139086213,30637.639195428474,32,1,3,2024-06-17 12:06:23,2024-07-03 20:46:21,10,20,0,0,1
1,2024-07-01 09:12:42,2024-07-01 09:12:47,350,84,11562.158783956911,11567.931250363548,23,11,5,2024-06-17 15:40:38,2024-07-06 05:01:35,20,10,1,0,0
5,2024-07-01 11:18:49,2024-07-01 11:19:43,285,182,19129.157302673317,19183.433686865035,18,6,2,2024-06-16 10:19:36,2024-07-05 07:07:54,20,20,0,0,0
3,2024-07-01 12:18:00,2024-07-01 12:18:41,322,197,22680.390921865113,22721.97162567148,37,6,3,2024-06-17 06:15:51,2024-07-03 17:37:49,20,10,1,0,1
5,2024-07-01 10:20:49,2024-07-01 10:20:54,105,88,15649.932887628926,15654.020671533333,27,13,1,2024-06-16 19:04:42,2024-07-02 20:02:51,20,20,0,0,0
0,2024-07-01 17:14:08,2024-07-01 17:14:18,92,68,40448.25264173867,40458.788050481926,15,17,1,2024-06-16 11:58:17,2024-07-05 04:18:15,20,20,1,0,0
3,2024-07-01 12:00:23,2024-07-01 12:01:27,258,44,21623.94854409845,21687.860745798887,77,1,2,2024-06-20 11:32:55,2024-07-10 05:55:20,20,20,0,0,0
2,2024-07-01 06:57:48,2024-07-01 06:58:03,57,187,3468.571919532362,3483.929025888953,24,15,3,2024-06-16 11:07:08,2024-07-03 14:38:33,20,20,1,0,0
3,2024-07-01 06:39:21,2024-07-01 06:39:35,486,168,2361.1061446339286,2375.076425489662,36,8,5,2024-06-20 20:13:18,2024-07-10 20:07:11,10,20,0,0,0
3,2024-07-01 10:58:28,2024-07-01 10:59:18,485,3,17908.31418748513,17958.78150881441,11,23,1,2024-06-17 09:24:56,2024-07-05 22:30:39,10,20,0,0,0
2,2024-07-01 06:38:56,2024-07-01 06:39:08,196,110,2336.359477323047,2348.497295165871,17,17,4,2024-06-19 21:55:11,2024-07-09 10:51:15,20,10,0,1,0
4,2024-07-01 10:43:48,2024-07-01 10:44:48,486,35,17028.761367738345,17088.80842432619,20,12,5,2024-06-20 20:13:18,2024-07-10 20:07:11,10,20,0,0,0
1,2024-07-01 13:10:35,2024-07-01 13:11:25,426,12,25835.50014719737,25885.17272688412,63,15,3,2024-06-18 00:18:45,2024-07-07 11:40:47,20,20,1,0,0
1,2024-07-01 13:24:01,2024-07-01 13:24:07,295,194,26641.012954468908,26647.635061886504,25,7,4,2024-06-18 00:59:13,2024-07-05 09:03:17,10,20,1,0,0
3,2024-07-01 10:53:10,2024-07-01 10:53:33,369,15,17590.859683614726,17613.01676034727,14,9,4,2024-06-19 07:05:19,2024-07-05 11:12:19,10,10,0,0,0
4,2024-07-01 14:16:50,2024-07-01 14:17:07,112,177,29810.97434590297,29827.073587195457,38,2,3,2024-06-20 10:30:56,2024-07-09 13:23:49,10,10,0,1,0
1,2024-07-01 12:13:36,2024-07-01 12:14:08,447,80,22416.92947577232,22448.7384423611,13,9,1,2024-06-21 02:13:00,2024-07-10 09:06:20,20,20,1,0,0
0,2024-07-01 13:55:36,2024-07-01 13:55:52,271,197,28536.203476140832,28552.437020585046,51,23,3,2024-06-18 22:00:44,2024-07-08 03:27:29,20,20,1,0,0
1,2024-07-01 15:23:08,2024-07-01 15:23:20,497,67,33788.879473286644,33800.24225159534,0,0,5,2024-06-20 09:29:54,2024-07-07 15:35:13,10,20,0,0,0
0,2024-07-01 07:09:00,2024-07-01 07:09:27,87,117,4140.942783054294,4167.973728965747,7,20,1,2024-06-16 16:27:30,2024-07-04 23:01:36,10,20,0,0,0
4,2024-07-01 14:00:57,2024-07-01 14:02:01,152,30,28857.56931365031,28921.825467101564,8,20,5,2024-06-17 05:40:12,2024-07-03 19:45:52,20,20,0,1,0
1,2024-07-01 12:59:01,2024-07-01 12:59:26,497,166,25141.858484486656,25166.826347990587,61,13,5,2024-06-20 09:29:54,2024-07-07 15:35:13,10,20,1,0,0
3,2024-07-01 12:47:54,2024-07-01 12:48:59,487,74,24474.476113764078,24539.385729720703,26,5,3,2024-06-18 18:36:04,2024-07-07 01:04:03,20,20,1,0,0
2,2024-07-01 09:12:34,2024-07-01 09:13:24,238,79,11554.374579660542,11604.427611430923,39,6,2,2024-06-16 21:54:58,2024-07-06 04:14:25,10,20,0,0,0
1,2024-07-01 15:33:11,2024-07-01 15:33:56,401,154,34391.242636017596,34436.7992558547,13,10,5,2024-06-17 17:25:22,2024-07-04 07:48:39,20,20,0,0,0
2,2024-07-01 09:34:04,2024-07-01 09:34:40,66,23,12844.168048072139,12880.301516413836,5,0,1,2024-06-17 15:10:18,2024-07-03 21:49:15,10,20,1,1,0
2,2024-07-01 09:01:17,2024-07-01 09:01:28,379,184,10877.298322443898,10888.87757900088,57,6,5,2024-06-21 02:34:32,2024-07-10 01:47:48,20,20,0,0,0
3,2024-07-01 09:54:22,2024-07-01 09:54:27,468,126,14062.480605375875,14067.046742902758,85,5,5,2024-06-17 14:53:06,2024-07-07 07:39:11,20,10,1,0,0
2,2024-07-01 13:26:36,2024-07-01 13:26:49,206,108,26796.55716716823,26809.642310183834,0,16,2,2024-06-19 22:37:20,2024-07-06 00:48:42,20,20,0,0,1
5,2024-07-01 06:07:01,2024-07-01 06:07:28,376,101,421.4327964535654,448.78293657845506,50,14,5,2024-06-16 16:20:51,2024-07-04 12:01:52,20,20,0,0,0
2,2024-07-01 16:31:24,2024-07-01 16:31:34,71,59,37884.25578582715,37894.77855561412,30,5,3,2024-06-20 01:13:53,2024-07-06 03:16:32,20,20,1,0,0
1,2024-07-01 11:17:33,2024-07-01 11:17:36,97,113,19053.00562975356,19056.77014385311,65,21,4,2024-06-18 16:50:13,2024-07-06 21:32:36,10,10,0,0,0
1,2024-07-01 10:55:00,2024-07-01 10:55:16,336,68,17700.589258338616,17716.454036736926,16,15,5,2024-06-18 11:44:59,2024-07-06 22:35:29,20,20,0,0,0
3,2024-07-01 10:14:51,2024-07-01 10:15:38,331,82,15291.171854769338,15338.34682564817,10,0,5,2024-06-19 09:25:12,2024-07-06 03:21:05,20,20,1,0,1
0,2024-07-01 08:56:34,2024-07-01 08:57:40,402,199,10594.075557185357,10660.263570910036,2,22,4,2024-06-20 10:55:05,2024-07-10 03:05:28,20,10,1,0,1
2,2024-07-01 14:10:38,2024-07-01 14:10:43,90,52,29438.677002737124,29443.894459579038,6,7,5,2024-06-16 23:26:20,2024-07-05 12:33:31,20,20,0,0,0
3,2024-07-01 15:10:57,2024-07-01 15:11:31,88,12,33057.83431272417,33091.53888624981,8,4,1,2024-06-18 13:59:17,2024-07-05 07:51:36,10,20,1,0,0
2,2024-07-01 11:23:50,2024-07-01 11:24:20,181,194,19430.13470679107,19460.87989739658,33,1,4,2024-06-19 10:41:34,2024-07-06 04:00:35,20,20,0,0,0
3,2024-07-01 09:51:06,2024-07-01 09:51:37,427,121,13866.193684675047,13897.734792521758,13,4,2,2024-06-17 10:43:27,2024-07-05 15:06:33,10,20,0,0,0
5,2024-07-01 12:24:41,2024-07-01 12:25:50,234,30,23081.682043580025,23150.187193095873,21,10,2,2024-06-20 22:03:20,2024-07-07 14:40:58,20,20,0,0,0
5,2024-07-01 14:33:42,2024-07-01 14:33:45,112,136,30822.22818798578,30825.012415173114,17,23,3,2024-06-20 10:30:56,2024-07-09 13:23:49,10,10,1,0,0
5,2024-07-01 13:00:41,2024-07-01 13:01:25,192,126,25241.24947685752,25285.493993686872,46,15,2,2024-06-17 04:49:31,2024-07-05 15:34:49,20,20,0,0,0
3,2024-07-01 11:33:27,2024-07-01 11:34:24,143,76,20007.177048062553,20064.682584316408,38,8,3,2024-06-18 11:37:26,2024-07-07 17:46:40,20,20,1,1,0
4,2024-07-01 12:09:19,2024-07-01 12:09:36,75,17,22159.947410394296,22176.913162266286,9,0,3,2024-06-19 02:43:51,2024-07-06 08:23:24,20,20,0,0,0
0,2024-07-01 11:16:25,2024-07-01 11:17:02,345,97,18985.609613015644,19022.650532263848,49,12,2,2024-06-16 23:08:52,2024-07-02 23:46:58,20,10,1,0,0
5,2024-07-01 16:07:47,2024-07-01 16:08:34,244,183,36467.18699525238,36514.73494716097,29,10,4,2024-06-17 07:05:37,2024-07-05 13:45:06,20,20,0,0,0
1,2024-07-01 11:34:22,2024-07-01 11:35:26,382,175,20062.28956880747,20126.841711188925,15,2,1,2024-06-16 22:17:45,2024-07-05 00:39:49,20,20,0,0,1
5,2024-07-01 14:20:40,2024-07-01 14:21:43,424,134,30040.047555608868,30103.152796567956,9,22,2,2024-06-18 23:20:21,2024-07-05 12:01:53,10,10,0,0,0
3,2024-07-01 10:44:58,2024-07-01 10:46:07,207,87,17098.094111009952,17167.789482261873,11,15,1,2024-06-20 19:30:22,2024-07-08 16:53:14,10,20,0,0,0
5,2024-07-01 12:21:38,2024-07-01 12:22:15,183,146,22898.082782112393,22935.40393098658,20,0,2,2024-06-19 11:23:06,2024-07-05 21:53:10,20,20,1,0,0
2,2024-07-01 12:52:06,2024-07-01 12:52:16,71,77,24726.097295480096,24736.505109897476,9,3,3,2024-06-20 01:13:53,2024-07-06 03:16:32,20,20,0,0,0
2,2024-07-01 16:21:01,2024-07-01 16:21:57,362,28,37261.11228351266,37317.959027782665,54,0,4,2024-06-19 06:40:54,2024-07-06 05:36:13,20,20,0,0,0
3,2024-07-01 07:38:40,2024-07-01 07:39:41,405,100,5920.635818230489,5981.102167450787,11,3,1,2024-06-18 05:37:23,2024-07-04 10:38:04,20,20,0,1,0
2,2024-07-01 13:20:54,2024-07-01 13:21:09,321,48,26454.87141160824,26469.581003821182,53,0,4,2024-06-16 14:14:30,2024-07-04 17:14:22,20,20,0,0,0
2,2024-07-01 16:24:45,2024-07-01 16:25:03,199,3,37485.59315724465,37503.90767174072,28,3,3,2024-06-19 10:35:50,2024-07-06 14:07:53,20,20,1,0,0
1,2024-07-01 08:07:37,2024-07-01 08:08:44,402,127,7657.155417794786,7724.768623225735,11,21,4,2024-06-20 10:55:05,2024-07-10 03:05:28,20,10,1,0,0
1,2024-07-01 08:45:50,2024-07-01 08:46:07,391,115,9950.132154976733,9967.441184961986,38,19,1,2024-06-18 05:51:29,2024-07-05 17:42:51,10,20,0,0,0
0,2024-07-01 13:16:46,2024-07-01 13:16:59,189,121,26206.648880105993,26219.738144757743,17,18,2,2024-06-16 22:15:48,2024-07-05 10:40:25,20,20,0,0,0
5,2024-07-01 07:19:14,2024-07-01 07:19:27,334,59,4754.5893444063095,4767.006532430168,24,18,1,2024-06-19 03:11:38,2024-07-08 08:23:18,20,20,0,0,0
2,2024-07-01 08:01:31,2024-07-01 08:01:37,317,21,7291.974313367018,7297.881260098647,33,6,3,2024-06-16 22:37:07,2024-07-03 10:15:30,10,20,0,0,0
4,2024-07-01 13:19:16,2024-07-01 13:20:02,347,95,26356.587088644348,26402.20358834776,9,3,5,2024-06-16 06:50:51,2024-07-02 23:56:41,10,20,0,0,1
0,2024-07-01 14:42:54,2024-07-01 14:43:17,453,187,31374.31732993702,31397.922284131677,15,13,4,2024-06-18 19:48:53,2024-07-08 08:20:03,20,20,0,0,0
0,2024-07-01 11:04:04,2024-07-01 11:05:11,306,140,18244.71195361151,18311.93040809519,42,19,5,2024-06-19 16:17:28,2024-07-08 23:17:08,20,10,1,0,0
3,2024-07-01 15:08:58,2024-07-01 15:09:15,130,44,32938.18214310964,32955.14473950718,33,23,4,2024-06-17 22:48:04,2024-07-07 20:52:52,20,20,0,0,0
5,2024-07-01 11:00:59,2024-07-01 11:01:25,16,87,18059.27124587617,18085.322931729188,22,14,5,2024-06-16 10:47:59,2024-07-05 12:18:53,20,20,1,0,0
3,2024-07-01 06:12:08,2024-07-01 06:13:05,38,24,728.5259459622143,785.887320104743,44,15,3,2024-06-19 21:54:58,2024-07-06 06:33:23,10,20,1,1,1
1,2024-07-01 12:43:49,2024-07-01 12:43:55,228,45,24229.224754539555,24235.60613063616,60,8,2,2024-06-17 02:56:02,2024-07-05 00:54:14,20,20,0,0,0
1,2024-07-01 06:22:52,2024-07-01 06:23:54,281,43,1372.3919817473154,1434.9864083423154,30,8,4,2024-06-19 07:49:46,2024-07-07 08:04:42,10,20,1,0,0
2,2024-07-01 09:58:20,2024-07-01 09:59:29,242,179,14300.783303257884,14369.031737915908,30,2,2,2024-06-19 05:38:07,2024-07-07 12:43:53,10,20,1,0,1
3,2024-07-01 06:25:24,2024-07-01 06:26:13,351,104,1524.5851982706529,1573.6869080872707,47,10,1,2024-06-16 06:28:40,2024-07-03 18:17:37,20,20,0,0,1
0,2024-07-01 14:38:56,2024-07-01 14:39:25,367,115,31136.62538907509,31165.246908614135,22,6,2,2024-06-20 22:19:47,2024-07-08 04:21:24,20,20,1,1,0
0,2024-07-01 06:52:04,2024-07-01 06:52:05,65,18,3124.8594553021626,3125.292821438826,31,16,4,2024-06-20 02:07:33,2024-07-06 07:39:52,20,10,0,0,0
